Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Comercio de bienes para artes escénicas y espectáculos,80.131,86.579,91.658,94.734,98.033,100,102.44,107.96,116.009,123.688,127.788,130.786
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,80.334,87.409,89.349,89.826,95.845,100,101.652,106.183,110.015,113.776,116.761,118.892
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,72.298,77.667,82.365,89.813,91.667,100,101.212,108.399,113.816,119.51,122.276,123.134
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,79.656,94.957,95.317,96.563,97.772,100,97.734,102.551,103.673,102.869,104.47,106.079
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,85.032,90.132,93.196,95.747,98.213,100,103.198,108.493,115.488,120.988,124.488,128.591
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,93.236,94.973,95.928,97.777,99.119,100,99.895,102.538,106.207,112.382,116.347,121.268
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Comercio de bienes para música,80.13,86.58,91.664,94.737,98.018,100,102.439,107.963,115.995,123.683,127.792,130.781
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,82.964,82.989,83.402,76.059,94.562,100,106.71,108.015,111.029,116.838,121.967,126.504
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",83.194,94.457,93.426,96.818,103.737,100,104.556,107.674,112.852,115.869,121.087,126.509
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",92.677,95.921,97.399,97.357,98.735,100,103.044,107.706,111.46,116.991,121.524,124.795
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",83.64,91.118,92.898,98.901,103.79,100,105.257,109.194,115.208,115.157,120.843,127.292
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",83.772,89.975,93.006,96.285,99.907,100,103.998,107.383,112.239,115.934,121.591,126.723
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",82.633,90.314,92.088,97.046,101.893,100,104.875,109.198,114.698,115.505,121.205,127.599
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",77.376,84.739,82.903,85.819,90.08,100,101.865,103.085,110.069,113.902,117.117,122.822
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",95.311,96.892,98.1,95.841,98.254,100,103.181,106.123,109.311,111.096,116.123,120.143
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",87.99,92.15,95.383,96.364,98.564,100,103.331,106.853,111.149,116.204,121.21,125.672
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",80.13,86.58,91.664,94.737,98.018,100,102.439,107.963,115.995,123.683,127.792,130.781
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",84.099,117.163,101.791,101.21,119.457,100,106.71,108.015,111.029,116.838,121.967,126.504
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,84.584,92.549,93.747,95.271,100.138,100,102.019,108.026,114.133,118.491,122.823,127.477
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,77.095,92.769,96.643,98.217,99.664,100,100.869,106.357,108.478,108.16,110.748,113.751
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,87.4,94.428,96.461,98.062,101.395,100,102.007,108.954,116.33,120.724,124.5,128.906
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,87.194,99.719,93.949,92.698,97.954,100,100.921,108.51,117.936,125.715,132.131,136.58
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,83.211,87.782,89.234,91.805,96.495,100,102.371,106.62,110.925,116.081,121.654,127.541
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,82.677,86.171,87.255,88.801,92.172,100,100.707,103.194,104.784,108.318,111.803,115.009
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,82.437,86.045,89.444,91.264,97.632,100,102.171,105.835,108.786,110.948,114.982,120.195
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,80.13,86.58,91.664,94.737,98.018,100,102.439,107.963,115.995,123.683,127.792,130.781
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,52.463,76.567,71.726,72.657,119.872,100,106.71,108.015,111.029,116.838,121.967,126.504
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías,79.939,83.057,85.13,91.072,96.055,100,104.254,108.981,115.088,122.781,127.756,133.727
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,93.714,102.285,102.252,103.888,108.312,100,101.811,105.214,110.404,114.305,121.615,121.803
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,78.358,81.932,86.312,93.817,94.48,100,103.464,108.459,116.386,123.941,128.419,136.193
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",85.004,82.623,84.403,87.455,93.546,100,100.687,107.58,113.044,122.245,128.594,137.937
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",84.013,90.864,92.226,96.622,98.836,100,104.056,108.14,113.338,121.332,126.341,133.786
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",73.418,81.832,84.271,96.301,99.644,100,98.324,96.508,108.256,115.305,119.532,125.15
"Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",88.602,91.82,85.81,93.238,97.939,100,105.904,111.39,115.542,124.45,130.958,138.539
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,81.347,85.901,88.944,93.737,97.156,100,103.136,106.148,108.631,115.963,120.523,128.686
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,72.595,77.571,79.321,87.705,96.741,100,109.631,112.93,118.172,124.785,129.187,132.304
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,68.66,80.788,63.735,68.967,72.642,100,106.71,108.015,111.029,116.838,121.967,126.504
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Comercio de artesanías,80.13,86.58,91.664,94.737,98.018,100,102.439,107.963,115.995,123.683,127.792,130.781
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,84.712,89.389,92.538,94.768,99.386,100,102.693,105.902,109.164,113.844,118.178,122.493
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,84.878,89.17,92.106,95.218,98.524,100,102.877,105.197,108.745,113.292,117.259,121.239
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,82.48,87.389,91.415,94.428,97.166,100,102.97,107.541,110.474,114.992,119.86,123.112
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,87.455,90.52,92.959,95.439,99.703,100,102.348,105.347,108.648,113.838,117.653,122.177
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,84.819,90.152,93.104,95.687,98.187,100,102.753,108.767,111.444,114.799,119.01,122.22
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,86.216,89.76,93.39,96.323,98.688,100,102.726,105.234,107.934,112.129,116.74,118.542
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,84.665,87.788,90.682,93.787,96.226,100,102.992,106.983,110.424,116.864,121.041,125.033
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,81.839,85.937,89.893,92.618,96.763,100,102.731,106.617,109.839,113.742,118.605,123.031
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,81.041,85.83,89.171,91.59,98.151,100,103.62,105.537,107.599,111.909,115.987,119.808
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,82.749,117.437,120.402,108.027,127.445,100,106.71,108.015,111.029,116.838,121.967,126.504
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Comercio en servicios creativos,80.146,86.577,91.663,94.734,98.03,100,102.435,107.971,115.999,123.689,127.794,130.776
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,87.359,98.03,82.984,88.037,107.198,100,106.347,108.268,111.443,116.785,121.904,126.288
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,93.21,99.405,103.354,108.704,113.934,100,114.52,118.931,122.726,119.367,125.967,128.857
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,80.966,85.297,89.266,92.828,95.407,100,103.485,106.636,110.583,116.481,120.934,125.431
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,88.422,92.493,95.062,97.002,98.675,100,103.4,105.999,109.499,114.501,119.099,123.4
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,83.539,87.796,92.23,95.318,97.744,100,101.194,106.88,110.07,114.075,118.672,122.884
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,88.588,101.389,79.834,85.479,109.743,100,106.71,108.015,111.029,116.838,121.967,126.504
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Comercio en patrimonio,80.124,86.576,91.661,94.734,98.021,100,102.432,107.957,115.986,123.674,127.797,130.782
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,81.039,86.877,90.986,92.975,96.66,100,102.133,106.463,110.103,111.927,116.162,120.543
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,82.796,87.241,90.447,93.84,97.412,100,103.451,107.344,111.149,116.666,121.16,125.403
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,82.337,86.41,90.144,93.203,96.603,100,103.611,107.244,112.548,118.797,124.177,129.046
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,74.356,87.177,93.915,90.976,95.542,100,96.531,103.194,103.517,91.131,93.402,96.696
Índice de precios implícitos|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,84.626,88.175,91.261,93.917,97.116,100,103.483,108.37,112.25,117.581,123.058,127.867
Índice de precios implícitos|Total cultura|Producción cultural de los hogares,79.125,84.267,85.149,91.675,95.954,100,102.093,107.412,114.15,122.298,126.621,130.377
Variación anual|Total cultura,NA,8.315,1.176,3.251,5.798,0.543,2.926,4.822,5.179,4.539,3.862,3.996
Variación anual|Total cultura|Subtotal de áreas generales y específicas,NA,8.37,1.186,3.105,5.838,0.411,2.957,4.808,5.134,4.422,3.869,4.043
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas,NA,9.077,4.177,0.9,8.658,-3.116,3.555,2.969,4.546,4.737,3.44,2.759
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Dibujo,NA,7.969,9.492,4.442,3.155,2.769,3.57,3.697,5.901,3.127,2.952,1.819
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Fotografía,NA,3.558,1.155,2.637,3.771,2.071,2.434,3.098,3.005,4.503,3.284,2.966
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Pintura y escultura,NA,2.376,6.354,1.419,7.043,5.26,5.38,1.732,7.579,4.634,3.893,2.091
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Comercio de artes plásticas y visuales,NA,8.049,5.872,3.352,3.464,2.021,2.439,5.392,7.44,6.628,3.322,2.339
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Gestión pública en artes plásticas y visuales,NA,36.074,6.134,-6.23,25.182,-22.511,6.71,1.223,2.79,5.232,4.39,3.72
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos,NA,6.651,5.047,1.331,7.55,3.169,3.498,2.542,4.674,4.263,4.153,4.104
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Danza,NA,4.561,4.581,2.836,4.323,0.565,3.108,4.26,6.137,4.48,3.187,3.637
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos artísticos,NA,4.946,4.979,2.765,3.463,3.064,2.789,3.401,4.388,4.829,3.636,3.642
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,NA,7.505,4.194,3.115,3.221,3.042,2.942,2.565,5.564,3.981,4.3,4.342
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,NA,5.17,4.438,2.09,3.94,2.581,1.83,2.962,3.229,4.848,4.282,3.64
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",NA,5.826,4.263,2.485,2.622,2.009,2.965,4.519,2.958,4.706,4.13,4.49
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,NA,3.796,4.152,2.587,2.076,2.21,2.676,1.908,2.167,2.682,2.574,2.307
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,NA,5.646,10.903,-5.242,31.744,4.295,6.71,1.223,2.79,5.232,4.39,3.72
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Comercio de bienes para artes escénicas y espectáculos,NA,8.047,5.866,3.356,3.482,2.006,2.44,5.389,7.456,6.619,3.315,2.346
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,NA,8.807,2.219,0.534,6.701,4.335,1.652,4.457,3.609,3.419,2.624,1.825
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,NA,7.426,6.049,9.043,2.064,9.091,1.212,7.101,4.997,5.003,2.314,0.702
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,NA,19.209,0.379,1.307,1.252,2.279,-2.266,4.929,1.094,-0.776,1.556,1.54
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,NA,5.998,3.399,2.737,2.576,1.82,3.198,5.131,6.447,4.762,2.893,3.296
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,NA,1.863,1.006,1.927,1.373,0.889,-0.105,2.646,3.578,5.814,3.528,4.23
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Comercio de bienes para música,NA,8.049,5.872,3.352,3.463,2.022,2.439,5.392,7.44,6.628,3.322,2.339
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,NA,0.03,0.498,-8.804,24.327,5.751,6.71,1.223,2.79,5.232,4.39,3.72
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",NA,13.538,-1.092,3.631,7.146,-3.602,4.556,2.982,4.809,2.673,4.503,4.478
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",NA,3.5,1.541,-0.043,1.415,1.281,3.044,4.524,3.485,4.962,3.875,2.692
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",NA,8.941,1.954,6.462,4.943,-3.652,5.257,3.74,5.508,-0.044,4.938,5.337
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",NA,7.405,3.369,3.526,3.762,0.093,3.998,3.255,4.522,3.292,4.88,4.221
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",NA,9.295,1.964,5.384,4.995,-1.858,4.875,4.122,5.037,0.704,4.935,5.275
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",NA,9.516,-2.167,3.517,4.965,11.012,1.865,1.198,6.775,3.482,2.823,4.871
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",NA,1.659,1.247,-2.303,2.518,1.777,3.181,2.851,3.004,1.633,4.525,3.462
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",NA,4.728,3.508,1.028,2.283,1.457,3.331,3.408,4.02,4.548,4.308,3.681
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",NA,8.049,5.872,3.352,3.463,2.022,2.439,5.392,7.44,6.628,3.322,2.339
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",NA,39.316,-13.12,-0.571,18.029,-16.288,6.71,1.223,2.79,5.232,4.39,3.72
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,NA,9.417,1.294,1.626,5.109,-0.138,2.019,5.888,5.653,3.818,3.656,3.789
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,NA,20.331,4.176,1.629,1.473,0.337,0.869,5.441,1.994,-0.293,2.393,2.712
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,NA,8.041,2.153,1.66,3.399,-1.376,2.007,6.81,6.77,3.777,3.128,3.539
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,NA,14.365,-5.786,-1.332,5.67,2.089,0.921,7.52,8.687,6.596,5.104,3.367
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,NA,5.493,1.654,2.881,5.109,3.632,2.371,4.151,4.038,4.648,4.801,4.839
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,NA,4.226,1.258,1.772,3.796,8.493,0.707,2.47,1.541,3.373,3.217,2.868
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,NA,4.377,3.95,2.035,6.978,2.425,2.171,3.586,2.788,1.987,3.636,4.534
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,NA,8.049,5.872,3.352,3.463,2.022,2.439,5.392,7.44,6.628,3.322,2.339
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,NA,45.945,-6.323,1.298,64.983,-16.578,6.71,1.223,2.79,5.232,4.39,3.72
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías,NA,3.9,2.496,6.98,5.471,4.107,4.254,4.534,5.604,6.684,4.052,4.674
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,NA,9.146,-0.032,1.6,4.258,-7.674,1.811,3.342,4.933,3.533,6.395,0.155
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,NA,4.561,5.346,8.695,0.707,5.843,3.464,4.828,7.309,6.491,3.613,6.054
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",NA,-2.801,2.154,3.616,6.965,6.899,0.687,6.846,5.079,8.139,5.194,7.266
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",NA,8.155,1.499,4.767,2.291,1.178,4.056,3.925,4.807,7.053,4.128,5.893
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",NA,11.46,2.98,14.275,3.471,0.357,-1.676,-1.847,12.173,6.511,3.666,4.7
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",NA,3.632,-6.545,8.656,5.042,2.104,5.904,5.18,3.727,7.71,5.229,5.789
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,NA,5.598,3.542,5.389,3.647,2.927,3.136,2.92,2.339,6.749,3.932,6.773
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,NA,6.854,2.256,10.57,10.303,3.369,9.631,3.009,4.642,5.596,3.528,2.413
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,NA,17.664,-21.108,8.209,5.329,37.661,6.71,1.223,2.79,5.232,4.39,3.72
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Comercio de artesanías,NA,8.049,5.872,3.352,3.463,2.022,2.439,5.392,7.44,6.628,3.322,2.339
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,NA,5.521,3.523,2.41,4.873,0.618,2.693,3.125,3.08,4.287,3.807,3.651
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,NA,5.057,3.293,3.379,3.472,1.498,2.877,2.255,3.373,4.181,3.502,3.394
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,NA,5.952,4.607,3.296,2.9,2.917,2.97,4.439,2.727,4.09,4.233,2.713
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,NA,3.505,2.694,2.668,4.468,0.298,2.348,2.93,3.133,4.777,3.351,3.845
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,NA,6.288,3.274,2.774,2.613,1.846,2.753,5.853,2.461,3.01,3.668,2.697
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,NA,4.111,4.044,3.141,2.455,1.329,2.726,2.441,2.566,3.887,4.112,1.544
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,NA,3.689,3.297,3.424,2.601,3.922,2.992,3.875,3.216,5.832,3.574,3.298
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,NA,5.007,4.603,3.031,4.475,3.345,2.731,3.783,3.022,3.553,4.275,3.732
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,NA,5.909,3.893,2.713,7.163,1.884,3.62,1.85,1.954,4.006,3.644,3.294
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,NA,41.92,2.525,-10.278,17.975,-21.535,6.71,1.223,2.79,5.232,4.39,3.72
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Comercio en servicios creativos,NA,8.024,5.875,3.35,3.479,2.01,2.435,5.404,7.435,6.629,3.319,2.333
