Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",1631,1578,1625,1636,1565,1582,1500,1519,1514,1519,1429,1457
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,1365,1287,1157,1209,1257,1194,1172,1201,1253,1300,1331,1364
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,6990,6688,6786,7118,9685,8933,8373,8044,7522,7552,7590,6827
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Comercio de bienes para artes escénicas y espectáculos,47,46,47,49,51,52,51,52,53,54,55,55
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,44892,44820,45105,45637,45874,46687,46942,47364,48575,49120,49349,49432
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,5177,4885,4790,4813,4607,4740,4889,4858,5242,5589,5909,5734
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,1694,1614,1690,1729,1732,1835,1779,1817,1866,1715,1790,1739
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,31316,31602,31888,32169,32554,32928,33257,33622,33962,34308,34647,34978
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,457,468,472,482,477,477,440,457,473,411,416,385
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Comercio de bienes para música,2296,2226,2280,2371,2468,2514,2507,2541,2604,2629,2670,2703
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,3952,4025,3985,4073,4036,4193,4070,4069,4428,4468,3917,3893
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",87027,84626,82994,83144,81756,80600,79219,78298,77059,75470,74030,71706
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",529,562,560,554,550,563,566,557,495,456,440,434
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",20519,20192,19257,18695,17597,17141,17198,17061,16851,16116,14979,14495
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",26765,25896,25558,25649,25411,25061,24361,23272,22116,21499,21069,20107
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",8005,7543,6993,6867,6637,6469,6182,6017,5906,5594,5130,4747
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",11168,10770,10784,11029,10722,10670,10590,10746,11023,11033,11537,11437
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",2018,1919,1832,1789,1810,1780,1735,1631,1571,1351,1346,1291
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",825,825,796,791,794,815,816,806,727,679,644,639
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",10896,10568,10821,11253,11715,11932,11902,12060,12358,12479,12673,12832
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",6302,6351,6393,6517,6520,6169,5869,6148,6012,6263,6212,5724
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,184573,180719,173144,177873,180828,194920,198775,202494,206494,208506,211084,209411
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,23333,22640,22532,23651,23521,26422,26528,27531,29773,32180,32888,34831
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,60791,62919,60354,61487,62523,63429,66050,67889,68108,66719,65485,63926
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,34169,31276,27165,26329,26286,33826,32971,33605,35172,37926,40116,39618
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,34441,32669,31143,33434,34307,37723,38397,39699,39272,37039,37866,36497
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,519,505,496,492,499,522,519,508,515,481,498,497
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,1215,1212,1214,1233,1208,1188,1152,1134,1112,1085,1067,1065
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,20372,19758,20231,21039,21903,22309,22253,22548,23105,23331,23695,23990
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,9733,9740,10009,10208,10581,9501,10905,9580,9437,9745,9469,8987
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías,434563,406817,423195,424736,440931,450711,450806,473331,486214,507550,505234,489890
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,9383,8510,9789,10174,10262,10213,10195,9811,8342,10364,8712,11989
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,141370,131650,137796,135460,130867,132414,128509,135884,141430,139914,141252,137414
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",67720,60888,62192,61611,65412,60227,60216,64008,62898,63520,62847,59196
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",15921,15207,15125,16218,16201,16359,17096,17455,16582,16624,18815,16538
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",15981,14178,15098,15498,16162,16134,16881,17022,24540,28470,29215,25935
"Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",39946,36930,38125,38886,38910,41582,44761,52291,52791,65634,55326,48989
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,26725,25148,26586,26527,26871,26368,25655,25688,24640,23610,23187,22106
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,53335,51935,54603,53914,67065,77022,77200,79925,82057,85949,91270,92255
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,752,852,890,941,985,931,1007,1041,993,822,834,771
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Comercio de artesanías,63430,61519,62991,65507,68196,69461,69286,70206,71941,72643,73776,74697
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,142724,139132,136768,136738,139023,139817,138642,143219,144642,145032,150287,148474
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,15941,15678,15471,16044,16817,17167,17619,19390,18298,17183,15816,14896
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,10227,9603,9305,8937,8982,8948,8931,8384,8241,7893,8071,7824
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,52615,51358,50567,50294,51069,50906,50022,52966,56414,58311,60245,61283
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,1539,1428,1382,1371,1378,1396,1391,1317,1282,1250,1282,1266
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,1445,1459,1470,1511,1569,1586,1583,1542,1540,1538,1573,1589
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,4964,4809,4743,4793,4876,4866,4914,4844,4904,4698,4724,4654
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,46504,45463,44764,44596,45227,46257,45817,46082,45238,45510,49209,47460
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,7040,6883,6642,6710,6614,6604,6705,6866,6863,6861,7437,7710
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,2405,2409,2381,2437,2444,2039,1612,1780,1813,1738,1879,1741
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Comercio en servicios creativos,44,42,43,45,47,48,48,48,49,50,51,51
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,32201,32220,32397,32670,35358,34528,35005,35555,35429,34814,34808,34086
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,2545,2566,2573,2621,2702,2444,2688,2725,2718,2729,2836,2823
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,3357,3409,3250,3173,3282,3319,3147,3098,3079,3013,3019,3004
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,941,942,942,967,976,995,1031,1032,1054,1066,1078,1083
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,1807,1825,1763,1822,1884,1931,1969,1976,1895,1909,1877,1891
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,23481,23410,23799,24014,26438,25762,26093,26646,26603,26016,25916,25202
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Comercio en patrimonio,70,68,70,73,76,77,77,78,80,81,82,83
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,81092,81127,81562,83453,85110,84578,84616,84363,85183,86276,88402,88341
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,33444,33293,33016,34346,34968,34538,34649,34903,35048,34953,35126,35099
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,32399,32469,33066,33521,34344,34111,33947,33146,33741,35319,36523,36919
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,10778,10935,11051,11121,11291,11470,11528,11888,11911,11532,12214,11797
Puestos de trabajo|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,4471,4430,4429,4465,4507,4459,4492,4426,4483,4472,4539,4526
Puestos de trabajo|Total cultura|Producción cultural de los hogares,225811,221770,229046,232885,237218,238006,239665,240481,250529,256485,259656,259863
Estructura porcentual|Total cultura,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas,82.324,82.032,81.644,81.533,81.642,81.901,81.806,82.174,81.816,81.779,81.686,81.38
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas,1.719,1.71,1.709,1.707,1.672,1.633,1.589,1.58,1.563,1.556,1.597,1.614
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Dibujo,0.205,0.205,0.204,0.21,0.209,0.21,0.21,0.214,0.213,0.21,0.192,0.183
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Fotografía,0.857,0.855,0.854,0.84,0.815,0.807,0.809,0.789,0.77,0.776,0.83,0.85
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Pintura y escultura,0.16,0.146,0.148,0.144,0.135,0.132,0.135,0.129,0.134,0.132,0.128,0.13
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Comercio de artes plásticas y visuales,0.299,0.3,0.304,0.313,0.318,0.318,0.316,0.313,0.314,0.311,0.313,0.322
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Gestión pública en artes plásticas y visuales,0.199,0.205,0.199,0.201,0.195,0.166,0.119,0.134,0.132,0.128,0.133,0.129
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos,1.772,1.777,1.785,1.777,1.895,1.8,1.723,1.677,1.604,1.599,1.576,1.571
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Danza,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos artísticos,0.265,0.265,0.268,0.267,0.254,0.253,0.245,0.244,0.242,0.242,0.236,0.241
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,0.684,0.695,0.708,0.678,0.631,0.612,0.595,0.591,0.572,0.577,0.567,0.594
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.032
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",0.128,0.128,0.13,0.13,0.121,0.12,0.114,0.113,0.11,0.108,0.101,0.104
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,0.107,0.104,0.093,0.096,0.097,0.091,0.089,0.089,0.091,0.092,0.094,0.098
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,0.547,0.542,0.544,0.564,0.75,0.679,0.636,0.596,0.546,0.536,0.535,0.489
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Comercio de bienes para artes escénicas y espectáculos,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,3.514,3.631,3.615,3.619,3.55,3.55,3.564,3.511,3.526,3.489,3.481,3.542
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,0.405,0.396,0.384,0.382,0.357,0.36,0.371,0.36,0.38,0.397,0.417,0.411
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,0.133,0.131,0.135,0.137,0.134,0.14,0.135,0.135,0.135,0.122,0.126,0.125
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,2.451,2.56,2.556,2.551,2.519,2.504,2.525,2.492,2.465,2.437,2.444,2.506
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,0.036,0.038,0.038,0.038,0.037,0.036,0.033,0.034,0.034,0.029,0.029,0.028
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Comercio de bienes para música,0.18,0.18,0.183,0.188,0.191,0.191,0.19,0.188,0.189,0.187,0.188,0.194
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,0.309,0.326,0.319,0.323,0.312,0.319,0.309,0.302,0.321,0.317,0.276,0.279
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",6.812,6.856,6.651,6.593,6.327,6.129,6.014,5.804,5.593,5.361,5.221,5.138
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",0.041,0.046,0.045,0.044,0.043,0.043,0.043,0.041,0.036,0.032,0.031,0.031
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",1.606,1.636,1.543,1.482,1.362,1.304,1.306,1.265,1.223,1.145,1.056,1.039
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",2.095,2.098,2.048,2.034,1.967,1.906,1.849,1.725,1.605,1.527,1.486,1.441
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",0.627,0.611,0.56,0.545,0.514,0.492,0.469,0.446,0.429,0.397,0.362,0.34
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",0.874,0.873,0.864,0.875,0.83,0.811,0.804,0.797,0.8,0.784,0.814,0.819
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",0.158,0.155,0.147,0.142,0.14,0.135,0.132,0.121,0.114,0.096,0.095,0.093
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",0.065,0.067,0.064,0.063,0.061,0.062,0.062,0.06,0.053,0.048,0.045,0.046
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",0.853,0.856,0.867,0.892,0.907,0.907,0.904,0.894,0.897,0.887,0.894,0.919
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",0.493,0.515,0.512,0.517,0.505,0.469,0.446,0.456,0.436,0.445,0.438,0.41
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,14.448,14.642,13.876,14.105,13.994,14.823,15.09,15.01,14.988,14.812,14.888,15.005
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,1.826,1.834,1.806,1.875,1.82,2.009,2.014,2.041,2.161,2.286,2.32,2.496
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,4.759,5.098,4.837,4.876,4.839,4.824,5.014,5.032,4.943,4.74,4.619,4.58
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,2.675,2.534,2.177,2.088,2.034,2.572,2.503,2.491,2.553,2.694,2.829,2.839
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,2.696,2.647,2.496,2.651,2.655,2.869,2.915,2.943,2.85,2.631,2.671,2.615
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,0.041,0.041,0.04,0.039,0.039,0.04,0.039,0.038,0.037,0.034,0.035,0.036
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,0.095,0.098,0.097,0.098,0.093,0.09,0.087,0.084,0.081,0.077,0.075,0.076
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,1.595,1.601,1.621,1.668,1.695,1.697,1.689,1.671,1.677,1.657,1.671,1.719
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,0.762,0.789,0.802,0.809,0.819,0.723,0.828,0.71,0.685,0.692,0.668,0.644
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías,34.017,32.96,33.915,33.68,34.123,34.275,34.222,35.087,35.29,36.056,35.634,35.101
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,0.734,0.689,0.784,0.807,0.794,0.777,0.774,0.727,0.605,0.736,0.614,0.859
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,11.066,10.666,11.043,10.742,10.128,10.07,9.756,10.073,10.265,9.939,9.963,9.846
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",5.301,4.933,4.984,4.886,5.062,4.58,4.571,4.745,4.565,4.512,4.433,4.241
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",1.246,1.232,1.212,1.286,1.254,1.244,1.298,1.294,1.204,1.181,1.327,1.185
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",1.251,1.149,1.21,1.229,1.251,1.227,1.281,1.262,1.781,2.023,2.061,1.858
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",3.127,2.992,3.055,3.084,3.011,3.162,3.398,3.876,3.832,4.663,3.902,3.51
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,2.092,2.037,2.131,2.104,2.079,2.005,1.948,1.904,1.788,1.677,1.635,1.584
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,4.175,4.208,4.376,4.275,5.19,5.857,5.86,5.925,5.956,6.106,6.437,6.61
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,0.059,0.069,0.071,0.075,0.076,0.071,0.076,0.077,0.072,0.058,0.059,0.055
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Comercio de artesanías,4.965,4.984,5.048,5.195,5.278,5.282,5.26,5.204,5.222,5.161,5.203,5.352
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,11.172,11.272,10.961,10.843,10.759,10.633,10.525,10.616,10.498,10.303,10.6,10.638
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,1.248,1.27,1.24,1.272,1.301,1.305,1.338,1.437,1.328,1.221,1.116,1.067
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,0.801,0.778,0.746,0.709,0.695,0.68,0.678,0.621,0.598,0.561,0.569,0.561
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,4.119,4.161,4.052,3.988,3.952,3.871,3.797,3.926,4.095,4.142,4.249,4.391
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,0.12,0.116,0.111,0.109,0.107,0.106,0.106,0.098,0.093,0.089,0.09,0.091
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,0.113,0.118,0.118,0.12,0.121,0.121,0.12,0.114,0.112,0.109,0.111,0.114
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,0.389,0.39,0.38,0.38,0.377,0.37,0.373,0.359,0.356,0.334,0.333,0.333
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,3.64,3.683,3.587,3.536,3.5,3.518,3.478,3.416,3.283,3.233,3.471,3.401
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,0.551,0.558,0.532,0.532,0.512,0.502,0.509,0.509,0.498,0.487,0.525,0.552
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,0.188,0.195,0.191,0.193,0.189,0.155,0.122,0.132,0.132,0.123,0.133,0.125
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Comercio en servicios creativos,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,2.521,2.61,2.596,2.591,2.736,2.626,2.657,2.636,2.571,2.473,2.455,2.442
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,0.199,0.208,0.206,0.208,0.209,0.186,0.204,0.202,0.197,0.194,0.2,0.202
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,0.263,0.276,0.26,0.252,0.254,0.252,0.239,0.23,0.223,0.214,0.213,0.215
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,0.074,0.076,0.075,0.077,0.076,0.076,0.078,0.076,0.077,0.076,0.076,0.078
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,0.141,0.148,0.141,0.144,0.146,0.147,0.149,0.146,0.138,0.136,0.132,0.135
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,1.838,1.897,1.907,1.904,2.046,1.959,1.981,1.975,1.931,1.848,1.828,1.806
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Comercio en patrimonio,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,6.348,6.573,6.536,6.618,6.587,6.432,6.423,6.254,6.183,6.129,6.235,6.33
