Descriptores,2008|Oferta|Producción bruta a precios productor,2008|Oferta|Importaciones C.I.F.,2008|Oferta|Márgenes de comercio y transporte,2008|Oferta y utilización,2008|Utilización|Demanda intermedia,2008|Utilización|Demanda final|Consumo privado,2008|Utilización|Demanda final|Consumo de gobierno,2008|Utilización|Demanda final|Formación bruta de capital fijo,2008|Utilización|Demanda final|Variación de existencias,2008|Utilización|Demanda final|Exportaciones de bienes FOB,2009|Oferta|Producción bruta a precios productor,2009|Oferta|Importaciones C.I.F.,2009|Oferta|Márgenes de comercio y transporte,2009|Oferta y utilización,2009|Utilización|Demanda intermedia,2009|Utilización|Demanda final|Consumo privado,2009|Utilización|Demanda final|Consumo de gobierno,2009|Utilización|Demanda final|Formación bruta de capital fijo,2009|Utilización|Demanda final|Variación de existencias,2009|Utilización|Demanda final|Exportaciones de bienes FOB,2010|Oferta|Producción bruta a precios productor,2010|Oferta|Importaciones C.I.F.,2010|Oferta|Márgenes de comercio y transporte,2010|Oferta y utilización,2010|Utilización|Demanda intermedia,2010|Utilización|Demanda final|Consumo privado,2010|Utilización|Demanda final|Consumo de gobierno,2010|Utilización|Demanda final|Formación bruta de capital fijo,2010|Utilización|Demanda final|Variación de existencias,2010|Utilización|Demanda final|Exportaciones de bienes FOB,2011|Oferta|Producción bruta a precios productor,2011|Oferta|Importaciones C.I.F.,2011|Oferta|Márgenes de comercio y transporte,2011|Oferta y utilización,2011|Utilización|Demanda intermedia,2011|Utilización|Demanda final|Consumo privado,2011|Utilización|Demanda final|Consumo de gobierno,2011|Utilización|Demanda final|Formación bruta de capital fijo,2011|Utilización|Demanda final|Variación de existencias,2011|Utilización|Demanda final|Exportaciones de bienes FOB,2012|Oferta|Producción bruta a precios productor,2012|Oferta|Importaciones C.I.F.,2012|Oferta|Márgenes de comercio y transporte,2012|Oferta y utilización,2012|Utilización|Demanda intermedia,2012|Utilización|Demanda final|Consumo privado,2012|Utilización|Demanda final|Consumo de gobierno,2012|Utilización|Demanda final|Formación bruta de capital fijo,2012|Utilización|Demanda final|Variación de existencias,2012|Utilización|Demanda final|Exportaciones de bienes FOB,2013|Oferta|Producción bruta a precios productor,2013|Oferta|Importaciones C.I.F.,2013|Oferta|Márgenes de comercio y transporte,2013|Oferta y utilización,2013|Utilización|Demanda intermedia,2013|Utilización|Demanda final|Consumo privado,2013|Utilización|Demanda final|Consumo de gobierno,2013|Utilización|Demanda final|Formación bruta de capital fijo,2013|Utilización|Demanda final|Variación de existencias,2013|Utilización|Demanda final|Exportaciones de bienes FOB,2014|Oferta|Producción bruta a precios productor,2014|Oferta|Importaciones C.I.F.,2014|Oferta|Márgenes de comercio y transporte,2014|Oferta y utilización,2014|Utilización|Demanda intermedia,2014|Utilización|Demanda final|Consumo privado,2014|Utilización|Demanda final|Consumo de gobierno,2014|Utilización|Demanda final|Formación bruta de capital fijo,2014|Utilización|Demanda final|Variación de existencias,2014|Utilización|Demanda final|Exportaciones de bienes FOB,2015|Oferta|Producción bruta a precios productor,2015|Oferta|Importaciones C.I.F.,2015|Oferta|Márgenes de comercio y transporte,2015|Oferta y utilización,2015|Utilización|Demanda intermedia,2015|Utilización|Demanda final|Consumo privado,2015|Utilización|Demanda final|Consumo de gobierno,2015|Utilización|Demanda final|Formación bruta de capital fijo,2015|Utilización|Demanda final|Variación de existencias,2015|Utilización|Demanda final|Exportaciones de bienes FOB,2016|Oferta|Producción bruta a precios productor,2016|Oferta|Importaciones C.I.F.,2016|Oferta|Márgenes de comercio y transporte,2016|Oferta y utilización,2016|Utilización|Demanda intermedia,2016|Utilización|Demanda final|Consumo privado,2016|Utilización|Demanda final|Consumo de gobierno,2016|Utilización|Demanda final|Formación bruta de capital fijo,2016|Utilización|Demanda final|Variación de existencias,2016|Utilización|Demanda final|Exportaciones de bienes FOB,2017|Oferta|Producción bruta a precios productor,2017|Oferta|Importaciones C.I.F.,2017|Oferta|Márgenes de comercio y transporte,2017|Oferta y utilización,2017|Utilización|Demanda intermedia,2017|Utilización|Demanda final|Consumo privado,2017|Utilización|Demanda final|Consumo de gobierno,2017|Utilización|Demanda final|Formación bruta de capital fijo,2017|Utilización|Demanda final|Variación de existencias,2017|Utilización|Demanda final|Exportaciones de bienes FOB,2018|Oferta|Producción bruta a precios productor<P>,2018|Oferta|Importaciones C.I.F.<P>,2018|Oferta|Márgenes de comercio y transporte<P>,2018|Oferta y utilización<P>,2018|Utilización|Demanda intermedia<P>,2018|Utilización|Demanda final|Consumo privado<P>,2018|Utilización|Demanda final|Consumo de gobierno<P>,2018|Utilización|Demanda final|Formación bruta de capital fijo<P>,2018|Utilización|Demanda final|Variación de existencias<P>,2018|Utilización|Demanda final|Exportaciones de bienes FOB<P>,2019|Oferta|Producción bruta a precios productor<P>,2019|Oferta|Importaciones C.I.F.<P>,2019|Oferta|Márgenes de comercio y transporte<P>,2019|Oferta y utilización<P>,2019|Utilización|Demanda intermedia<P>,2019|Utilización|Demanda final|Consumo privado<P>,2019|Utilización|Demanda final|Consumo de gobierno<P>,2019|Utilización|Demanda final|Formación bruta de capital fijo<P>,2019|Utilización|Demanda final|Variación de existencias<P>,2019|Utilización|Demanda final|Exportaciones de bienes FOB<P>
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,7125.447,NA,NA,7125.447,89.998,7035.449,NA,NA,NA,NA,7220.465,NA,NA,7220.465,89.908,7130.557,NA,NA,NA,NA,7752.522,NA,NA,7752.522,101.788,7650.735,NA,NA,NA,NA,7748.438,NA,NA,7748.438,105.927,7642.511,NA,NA,NA,NA,8245.788,NA,NA,8245.788,115.917,8129.871,NA,NA,NA,NA,8728.434,NA,NA,8728.434,126.447,8601.987,NA,NA,NA,NA,9131.684,NA,NA,9131.684,123.159,9008.524,NA,NA,NA,NA,10091.315,NA,NA,10091.315,130.493,9960.822,NA,NA,NA,NA,11624.199,NA,NA,11624.199,144.908,11479.291,NA,NA,NA,NA,12295.426,NA,NA,12295.426,159.197,12136.229,NA,NA,NA,NA,13621.263,NA,NA,13621.263,162.484,13458.779,NA,NA,NA,NA,14818.656,NA,NA,14818.656,163.243,14655.413,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,165.48,2.82,0.921,169.221,63.031,106.177,NA,NA,0.013,NA,167.573,7.992,2.628,178.193,66.216,111.954,NA,NA,0.023,NA,179.448,20.334,6.615,206.397,85.926,119.441,NA,NA,0.499,0.531,191.465,46.106,15.028,252.599,126.746,124.939,NA,NA,0.729,0.184,197.185,38.772,12.634,248.591,116.277,131.692,NA,NA,-0.191,0.812,213.302,25.829,8.409,247.54,108.598,138.927,NA,NA,-0.017,0.032,221.109,22.594,7.248,250.951,106.093,144.546,NA,NA,0.311,NA,237.005,18.204,5.925,261.134,110.891,149.896,NA,NA,0.009,0.338,244.738,20.159,6.546,271.443,113.342,156.813,NA,NA,0.07,1.218,261.514,17.181,5.611,284.306,119.203,163.365,NA,NA,0.141,1.596,271.743,13.053,4.243,289.039,112.1,175.481,NA,NA,-0.062,1.52,282.207,12.837,4.185,299.229,112.701,186.243,NA,NA,0.056,0.227
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",540.763,NA,NA,540.763,7.125,533.638,NA,NA,NA,NA,550.017,NA,NA,550.017,7.118,542.899,NA,NA,NA,NA,610.909,NA,NA,610.909,8.059,602.85,NA,NA,NA,NA,639.053,NA,NA,639.053,8.387,630.666,NA,NA,NA,NA,714.239,NA,NA,714.239,9.177,705.061,NA,NA,NA,NA,758.391,NA,NA,758.391,10.011,748.38,NA,NA,NA,NA,762.816,NA,NA,762.816,9.751,753.065,NA,NA,NA,NA,795.386,NA,NA,795.386,10.331,785.054,NA,NA,NA,NA,867.487,NA,NA,867.487,11.473,856.014,NA,NA,NA,NA,953.196,NA,NA,953.196,12.604,940.592,NA,NA,NA,NA,972.917,NA,NA,972.917,12.864,960.053,NA,NA,NA,NA,1067.511,NA,NA,1067.511,12.924,1054.586,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,411.835,NA,NA,411.835,411.835,NA,NA,NA,NA,NA,406.637,NA,NA,406.637,406.637,NA,NA,NA,NA,NA,385.352,NA,NA,385.352,385.352,NA,NA,NA,NA,NA,405.723,NA,NA,405.723,405.723,NA,NA,NA,NA,NA,452.439,NA,NA,452.439,452.439,NA,NA,NA,NA,NA,468.727,NA,NA,468.727,468.727,NA,NA,NA,NA,NA,488.32,NA,NA,488.32,488.32,NA,NA,NA,NA,NA,508.829,NA,NA,508.829,508.829,NA,NA,NA,NA,NA,555.642,NA,NA,555.642,555.642,NA,NA,NA,NA,NA,610.094,NA,NA,610.094,610.094,NA,NA,NA,NA,NA,624.736,NA,NA,624.736,624.736,NA,NA,NA,NA,NA,627.235,NA,NA,627.235,627.235,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,2134.3067847155107,NA,NA,2134.307,NA,NA,1956.1599961928812,178.14678852262946,NA,NA,2125.781616524853,NA,NA,2125.782,NA,NA,1980.8613902530471,144.92022627180572,NA,NA,2444.404661376972,NA,NA,2444.405,NA,NA,2112.6387177240695,331.7659436529025,NA,NA,2604.1286359481524,NA,NA,2604.129,NA,NA,2317.0265736004158,287.10206234773636,NA,NA,2991.818514427578,NA,NA,2991.819,NA,NA,2782.965983302812,208.85253112476596,NA,NA,2966.367415927595,NA,NA,2966.367,NA,NA,2823.096218374074,143.27119755352112,NA,NA,2806.5432830380287,NA,NA,2806.543,NA,NA,2745.09263049172,61.45065254630894,NA,NA,2931.0932177362342,NA,NA,2931.093,NA,NA,2864.871909521165,66.22130821506944,NA,NA,3157.754225132161,NA,NA,3157.754,NA,NA,3091.8589646567802,65.89526047538104,NA,NA,3040.6031852748833,NA,NA,3040.603,NA,NA,2991.941933627642,48.66125164724156,NA,NA,3023.4621589879985,NA,NA,3023.462,NA,NA,2963.6738930747156,59.788265913283105,NA,NA,3120.621042829817,NA,NA,3120.621,NA,NA,3063.5907123099378,57.03033051987913,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,7627.948,8224.927,3072.097,18924.972,6270.977,8555.218,1341.839,1125.587,-295.927,1927.279,7944.986,8113.842,3143.304,19202.132,6661.821,8287.797,1369.769,1107.432,-90.466,1865.779,8467.676,8133.948,3135.506,19737.13,6615.484,8059.38,1477.465,1034.17,418.471,2132.16,9013.722,8852.356,3448.327,21314.405,6428.829,9207.457,1677.878,1031.74,577.063,2391.436,9343.002,5367.473,2353.4,17063.875,3793.013,8934.279,1985.257,1140.006,-69.672,1280.994,9575.783,2602.818,1449.708,13628.309,2290.092,8043.357,2005.089,1051.794,81.404,156.572,9328.311,3285.496,1619.224,14233.031,3050.556,8195.727,1637.198,1101.869,139.873,107.807,9926.46,3622.621,1859.192,15408.273,3014.726,9253.005,1969.151,1031.178,10.194,130.018,10619.643,3455.96,1876.148,15951.751,2938.345,9268.79,2135.931,960.917,169.103,478.667,11050.829,3435.99,1921.574,16408.393,2978.503,9583.946,2200.818,854.427,309.001,481.698,11679.798,3980.078,2118.838,17778.714,3492.521,10547.625,2261.821,909.149,49.786,517.81,12773.25,3822.203,2100.588,18696.041,3370.745,11346.842,2367.246,1108.812,30.893,471.504
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,954.884,1112.59,759.647,2827.121,247.108,2276.255,NA,453.797,-159.559,9.521,1078.359,1093.861,803.289,2975.509,249.315,2299.149,NA,492.798,-83.805,18.052,1142.529,1019.749,791.402,2953.68,216.408,1949.848,NA,372.903,397.566,16.955,1334.388,1098.098,892.004,3324.49,241.602,2206.778,NA,435.18,419.386,21.543,1356.549,1366.427,998.454,3721.43,295.003,2863.612,NA,656.738,-114.283,20.36,1393.319,1281.102,979.589,3654.01,289.654,2698.911,NA,576.642,70.149,18.654,1475.16,1176.901,957.94,3610.001,281.15,2736.45,NA,445.016,118.202,29.182,1644.026,1556.286,1171.899,4372.211,332.872,3390.313,NA,619.724,1.32,27.981,1767.364,1664.207,1253.98,4685.551,310.165,3394.109,NA,480.768,158.658,341.852,1901.153,1669.028,1311.497,4881.678,318.414,3485.464,NA,444.306,303.627,329.867,2018.002,1788.586,1392.307,5198.895,346.985,3952.709,NA,453.255,14.533,431.412,2034.17,1951.834,1461.812,5447.816,377.664,4094.174,NA,563.869,14.102,398.007
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,2134.234,7112.337,2312.45,11559.021,5879.451,3781.877,NA,116.302,-136.368,1917.758,2157.419,7019.981,2340.015,11517.415,6258.097,3340.62,NA,77.632,-6.661,1847.727,2274.904,7114.199,2344.104,11733.207,6242.851,3293.692,NA,60.554,20.905,2115.205,2399.049,7754.258,2556.323,12709.63,6019.857,4094.822,NA,67.381,157.677,2369.893,2324.422,4001.046,1354.946,7680.414,3332.712,2994.174,NA,48.285,44.611,1260.634,2350.173,1321.716,470.119,4142.008,1820.446,2112.316,NA,60.072,11.255,137.918,2151.565,2108.595,661.284,4921.444,2618.124,2114.281,NA,88.743,21.671,78.625,2353.668,2066.335,687.293,5107.296,2523.101,2391.488,NA,81.796,8.874,102.037,2489.138,1791.753,622.168,4903.059,2459.218,2228.572,NA,68.009,10.445,136.815,2584.405,1766.962,610.077,4961.444,2483.648,2268.592,NA,51.998,5.374,151.831,2798.428,2191.492,726.531,5716.451,2945.433,2580.147,NA,69.219,35.253,86.398,3351.613,1870.369,638.776,5860.758,2736.471,2977.066,NA,56.933,16.791,73.497
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,2455.759,NA,NA,2455.759,0.243,2455.516,NA,NA,NA,NA,2608.001,NA,NA,2608.001,0.243,2607.758,NA,NA,NA,NA,2772.555,NA,NA,2772.555,0.275,2772.28,NA,NA,NA,NA,2860.967,NA,NA,2860.967,0.286,2860.681,NA,NA,NA,NA,3032.882,NA,NA,3032.882,0.313,3032.569,NA,NA,NA,NA,3187.612,NA,NA,3187.612,0.341,3187.27,NA,NA,NA,NA,3305.532,NA,NA,3305.532,0.333,3305.199,NA,NA,NA,NA,3429.856,NA,NA,3429.856,0.352,3429.504,NA,NA,NA,NA,3602.009,NA,NA,3602.009,0.391,3601.618,NA,NA,NA,NA,3783.728,NA,NA,3783.728,0.43,3783.299,NA,NA,NA,NA,3962.225,NA,NA,3962.225,0.439,3961.786,NA,NA,NA,NA,4207.65,NA,NA,4207.65,0.441,4207.21,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,382.897,NA,NA,382.897,144.175,41.57,NA,197.153,NA,NA,414.781,NA,NA,414.781,154.166,40.27,NA,220.345,NA,NA,408.444,NA,NA,408.444,155.95,43.56,NA,208.934,NA,NA,437.135,NA,NA,437.135,167.084,45.176,NA,224.874,NA,NA,426.127,NA,NA,426.127,164.985,43.924,NA,217.218,NA,NA,465.027,NA,NA,465.027,179.651,44.86,NA,240.517,NA,NA,407.829,NA,NA,407.829,150.949,39.797,NA,217.083,NA,NA,427.825,NA,NA,427.825,158.401,41.7,NA,227.724,NA,NA,456.192,NA,NA,456.192,168.571,44.491,NA,243.13,NA,NA,477.583,NA,NA,477.583,176.011,46.591,NA,254.981,NA,NA,542.687,NA,NA,542.687,199.664,52.983,NA,290.04,NA,NA,699.866,NA,NA,699.866,256.169,68.392,NA,375.305,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,1700.1737099506424,NA,NA,1700.174,NA,NA,1341.8388616090128,358.3348483416296,NA,NA,1686.4255561142922,NA,NA,1686.426,NA,NA,1369.768670551737,316.6568855625553,NA,NA,1869.243823545566,NA,NA,1869.244,NA,NA,1477.4651440457956,391.7786794997705,NA,NA,1982.182527906155,NA,NA,1982.183,NA,NA,1677.8776466659633,304.3048812401917,NA,NA,2203.0220658153535,NA,NA,2203.022,NA,NA,1985.2568316866352,217.76523412871825,NA,NA,2179.6524071187555,NA,NA,2179.652,NA,NA,2005.089110276119,174.56329684263642,NA,NA,1988.2248393697032,NA,NA,1988.225,NA,NA,1637.1983123349837,351.0265270347195,NA,NA,2071.085138074633,NA,NA,2071.085,NA,NA,1969.1510374534303,101.93410062120286,NA,NA,2304.9404997119673,NA,NA,2304.94,NA,NA,2135.9307769556167,169.0097227563505,NA,NA,2303.95996686733,NA,NA,2303.96,NA,NA,2200.8176662480896,103.14230061924015,NA,NA,2358.456017833746,NA,NA,2358.456,NA,NA,2261.8212063212954,96.63481151245072,NA,NA,2479.9511038441433,NA,NA,2479.951,NA,NA,2367.245611782932,112.70549206121127,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",45491.13,8127.567,7428.131,61046.828,24277.404,26150.288,7700.372,902.294,-25.447,2041.916,46674.924,7605.535,6272.034,60552.493,22903.641,24987.926,9774.827,950.382,-76.871,2012.587,46599.776,7674.843,6365.115,60639.734,25293.815,23170.499,9088.603,1119.473,151.984,1815.361,49383.274,8562.629,7018.683,64964.586,25847.126,25371.173,10557.774,910.492,232.631,2045.39,53642.869,8814.777,8065.472,70523.118,28820.642,27483.928,11173.228,1023.738,-7.949,2029.53,50388.907,8344.517,6881.371,65614.795,26578.598,26659.223,9532.289,770.679,162.693,1911.316,51140.21,8932.815,6794.295,66867.32,27175.406,26552.496,9531.656,702.956,212.142,2692.663,54353.464,9175.825,6970.161,70499.45,28555.999,27518.46,10765.111,624.358,111.486,2924.037,56258.869,10073.709,7248.935,73581.513,29879.725,27694.247,11823.29,691.914,221.726,3270.61,56897.352,10415.329,7612.158,74924.839,30386.378,28563.581,12155.369,646.718,94.809,3077.985,55579.018,11600.881,7674.849,74854.748,31480.834,27215.114,12424.326,684.189,29.204,3021.079,49484.748,11352.75,7255.454,68092.952,29190.942,24637.49,10723.094,672.871,-55.412,2923.983
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",160.173,NA,NA,160.173,43.838,105.331,11.005,NA,NA,NA,177.749,NA,NA,177.749,44.698,121.974,11.076,NA,NA,NA,178.208,NA,NA,178.208,43.398,122.817,11.994,NA,NA,NA,176.075,NA,NA,176.075,40.782,121.341,13.951,NA,NA,NA,178.606,NA,NA,178.606,40.681,125.134,12.792,NA,NA,NA,184.148,NA,NA,184.148,41.696,129.03,13.422,NA,NA,NA,188.199,NA,NA,188.199,42.705,131.869,13.626,NA,NA,NA,203.852,NA,NA,203.852,46.454,142.837,14.562,NA,NA,NA,195.566,NA,NA,195.566,42.576,137.03,15.959,NA,NA,NA,193.725,NA,NA,193.725,42.893,135.74,15.092,NA,NA,NA,180.835,NA,NA,180.835,39.052,126.708,15.076,NA,NA,NA,171.628,NA,NA,171.628,37.181,120.256,14.191,NA,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",14774.951,5605.275,4297.972,24678.198,5882.428,15835.156,1162.848,623.531,12.918,1161.318,14802.66,5256.684,4139.075,24198.419,5704.27,15115.324,1489.928,595.119,11.58,1282.197,14892.309,4805.099,3954.296,23651.704,6836.847,13714.593,1283.158,644.937,14.513,1157.657,15761.221,5254.821,4203.646,25219.688,6175.924,15420.676,1697.013,634.938,28.043,1263.095,17553.156,5241.86,4551.1,27346.116,6980.034,17006.711,1277.976,704.705,23.992,1352.698,16614.234,5179.107,4220.358,26013.699,6238.16,16415.58,1469.156,620.452,21.376,1248.975,16656.935,5539.157,4280.948,26477.04,6298.403,16423.682,1485.454,568.084,18.869,1682.547,17524.62,5923.328,4495.434,27943.382,6610.696,17263.478,1415.299,545.184,25.98,2082.745,17714.938,6679.744,4779.372,29174.054,7108.635,17496.74,1677.103,571.019,30.467,2290.091,18574.022,7109.526,5026.817,30710.365,7785.971,18616.176,1727.111,567.166,14.999,1998.942,17530.072,7283.52,4860.482,29674.074,8241.538,17168.819,1392.73,563.1,20.942,2286.946,16650.896,7429.34,4683.319,28763.555,8166.643,16055.52,1801.382,602.882,1.037,2136.091
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",12870.861,481.657,807.13,14159.648,7757.205,5870.689,210.99,NA,1.306,319.457,12408.596,463.558,795.809,13667.963,7541.472,5552.911,282.216,NA,0.79,290.575,12681.164,385.779,758.609,13825.552,8074.638,5285.158,246.634,NA,2.401,216.721,13437.552,349.432,771.496,14558.48,8382.487,5641.496,312.835,NA,2.524,219.138,13911.235,289.848,843.737,15044.82,8826.952,5762.712,239.836,NA,2.811,212.509,13727.704,248.847,750.747,14727.298,8720.978,5588.01,268.274,NA,1.951,148.085,13894.583,202.558,721.572,14818.713,8892.222,5540.105,266.186,NA,2.315,117.885,14584.311,196.459,744.189,15524.959,9496.707,5662.941,255.197,NA,2.748,107.365,14503.679,213.466,760.184,15477.329,9511.077,5546.188,290.243,NA,4.294,125.527,14287.729,106.117,751.895,15145.741,9415.559,5357.124,277.724,NA,1.764,93.57,13768.444,102.694,689.505,14560.643,9108.219,5166.393,218.309,NA,0.9,66.821,11758.463,79.5,621.503,12459.466,7745.918,4369.831,260.584,NA,-0.35,83.483
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",5443.24,9.854,662.959,6116.053,2390.018,3531.411,192.418,NA,2.206,NA,5135.531,12.048,660.59,5808.169,2364.168,3184.437,257.528,NA,2.036,NA,5015.184,11.197,647.794,5674.175,2569.844,2875.056,226.709,NA,2.566,NA,5123.614,11.5,672.721,5807.835,2506.375,3002.942,293.603,NA,4.916,NA,5425.963,12.613,766.758,6205.334,2755.049,3213.322,232.636,NA,4.326,NA,5151.352,12.323,686.124,5849.799,2448.134,3140.053,257.84,NA,3.773,NA,5012.94,14.207,672.217,5699.364,2472.719,2964.888,258.454,NA,3.304,NA,5025.056,17.722,697.681,5740.459,2587.727,2900.044,248.111,NA,4.578,NA,5341.991,20.431,708.504,6070.926,2792.44,2991.287,282.023,NA,5.176,NA,5440.814,21.318,736.101,6198.233,2916.693,2998.506,280.536,NA,2.497,NA,5106.836,22.636,673.111,5802.583,2676.095,2904.52,218.37,NA,3.598,NA,4557.226,23.53,611.144,5191.9,2549.543,2377.021,265.078,NA,0.257,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",3905.861,2030.781,1659.645,7596.287,6907.889,193.713,-24.617,0.04,-41.879,561.141,4157.578,1873.245,676.379,6707.202,5959.323,411.616,-12.295,0.022,-91.279,439.815,4282.17,2472.768,1004.192,7759.13,6563.668,599.116,15.447,7.413,132.503,440.983,4676.254,2946.876,1370.521,8993.651,7612.511,603.92,10.738,6.181,197.144,563.157,4959.549,3270.456,1903.472,10133.477,8968.151,714.094,25.966,0.023,-39.081,464.323,5239.616,2904.24,1223.864,9367.72,7925.013,762.91,29.916,0.035,135.59,514.256,5715.803,3176.893,1119.315,10012.011,8126.397,777.563,28.145,0.025,187.649,892.231,5870.508,3038.316,1032.615,9941.439,8342.951,765.202,21.163,0.022,78.174,733.927,6543.122,3160.068,1000.629,10703.819,8906.485,746.668,13.868,0.018,181.787,854.992,6478.702,3178.368,1097.074,10754.144,8888.878,778.353,25.89,0.002,75.548,985.473,6981.143,4192.031,1451.45,12624.624,10533.534,1331.984,87.917,0.117,3.759,667.312,6809.086,3820.38,1339.199,11968.665,9943.471,1256.412,120.748,NS,-56.357,704.409
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",1560.179,NA,0.425,1560.604,1099.611,459.433,NA,1.557,0.002,NA,1540.299,NA,0.181,1540.48,1089.626,449.301,NA,1.551,0.002,NA,1429.093,NA,0.224,1429.317,1009.999,417.755,NA,1.562,0.001,NA,1352.905,NA,0.299,1353.204,943.207,408.258,NA,1.734,0.004,NA,1536.368,NA,0.405,1536.773,1063.158,471.7,NA,1.912,0.003,NA,1447.798,NA,0.278,1448.076,1013.897,432.254,NA,1.923,0.003,NA,1665.379,NA,0.243,1665.622,1147.669,515.996,NA,1.951,0.005,NA,1830.186,NA,0.242,1830.428,1259.669,568.587,NA,2.166,0.006,NA,1888.304,NA,0.246,1888.55,1321.68,564.748,NA,2.12,0.002,NA,1590.467,NA,0.271,1590.738,1136.817,451.635,NA,2.286,0.001,NA,1004.26,NA,0.301,1004.561,697.291,305.141,NA,2.123,0.005,NA,829.611,NA,0.289,829.9,570.076,257.801,NA,2.022,0.001,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",402.304,NA,NA,402.304,196.415,154.555,45.076,6.257,NA,NA,403.932,NA,NA,403.932,200.084,152.363,45.369,6.117,NA,NA,406.915,NA,NA,406.915,195.421,156.004,49.125,6.364,NA,NA,422.227,NA,NA,422.227,185.84,172.54,57.144,6.703,NA,NA,436.677,NA,NA,436.677,186.617,190.255,52.394,7.411,NA,NA,444.14,NA,NA,444.14,190.72,191.386,54.977,7.057,NA,NA,456.381,NA,NA,456.381,195.291,198.393,55.81,6.887,NA,NA,494.073,NA,NA,494.073,211.795,215.371,59.646,7.262,NA,NA,481.062,NA,NA,481.062,196.832,211.586,65.369,7.275,NA,NA,495.058,NA,NA,495.058,199.567,226.047,61.818,7.627,NA,NA,465.651,NA,NA,465.651,185.105,211.549,61.749,7.247,NA,NA,444.083,NA,NA,444.083,178.11,200.649,58.124,7.2,NA,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",6373.560963827425,NA,NA,6373.561,NA,NA,6102.652045722284,270.9089181051417,NA,NA,8048.578558373609,NA,NA,8048.579,NA,NA,7701.005082034084,347.57347633952475,NA,NA,7714.733190454388,NA,NA,7714.733,NA,NA,7255.535716805588,459.19747364880044,NA,NA,8433.425895499722,NA,NA,8433.426,NA,NA,8172.4902447930635,260.93565070665846,NA,NA,9641.315026790622,NA,NA,9641.315,NA,NA,9331.627773458988,309.6872533316343,NA,NA,7579.915341660788,NA,NA,7579.915,NA,NA,7438.703840266653,141.2115013941348,NA,NA,7549.989675216707,NA,NA,7549.99,NA,NA,7423.981094423327,126.00858079338047,NA,NA,8820.857718499663,NA,NA,8820.858,NA,NA,8751.133315281126,69.72440321853699,NA,NA,9590.207448772397,NA,NA,9590.207,NA,NA,9478.725387760283,111.48206101211336,NA,NA,9836.83497424282,NA,NA,9836.835,NA,NA,9767.19775412312,69.63722011969953,NA,NA,10541.77744348552,NA,NA,10541.777,NA,NA,10430.175330228434,111.60211325708599,NA,NA,8263.754554434869,NA,NA,8263.755,NA,NA,8202.98721153969,60.767342895177734,NA,NA
