Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",1962.801,1748.001,1658.774,1617.146,1579.769,1485.744,1431.642,1414.552,1424.907,1448.154,1306.368,1113.194
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",2128.06,2048.832,2137.796,2239.805,2226.897,2146.143,2274.599,2263.165,2393.772,2340.248,2461.511,2295.52
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",786.717,765.266,711.863,666.263,734.623,694.972,771.612,811.176,760.721,569.346,359.851,293.93
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",203.122,197.143,190.209,190.751,193.196,196.359,200.68,209.888,199.531,190.271,174.675,165.649
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",7041.533,6403.511,5864.191,5574.636,5848.346,5573.863,5497.558,5114.892,4896.192,5026.581,4627.732,4205.283
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",1883.262,1891.895,1942.009,1973.586,2008.907,1925.21,1447.974,1530.709,1609.424,1469.176,1674.92,1581.992
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,175669.461,185090.771,189232.835,199800.543,223337.97,231502.32,241924.757,290931.585,339101.592,371702.62,392806.833,408601.208
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,10636.758,10001.752,10619.294,11347.905,12386.504,13121.314,13686.294,15123.095,17410.405,18731.945,19231.098,20347.829
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,114875.513,127793.227,128067.256,133452.083,160467.742,169636.29,179849.509,222447.027,271936.521,302576.231,322930.307,339265.475
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,8565.397,7646.081,7522.941,8541.544,7706.351,7712.098,8660.556,9513.231,9349.573,9220.826,8866.376,9213.172
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,20310.888,20681.08,22289.352,23610.692,23125.531,23177.332,22747.355,25246.879,22521.372,23495.07,24487.008,21923.927
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,178.76,171.823,166.823,162.184,175.619,171.305,185.385,188.84,188.878,164.647,129.336,123.953
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,3787.054,3679.58,3876.527,4010.239,4289.475,4511.975,4741.762,5011.976,5268.277,4980.432,4964.937,4942.014
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,14613.712,12404.96,13913,15853.723,12322.134,10421.009,9437.575,10473.946,9490.463,9724.249,9326.949,10098.164
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,2701.379,2712.268,2777.642,2822.173,2864.614,2750.997,2616.321,2926.591,2936.103,2809.22,2870.822,2686.674
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías,85983.547,81972.225,87012.501,86749.312,90173.474,90410.797,89789.116,95219.083,97344.391,100163.216,102632.142,101762.889
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,1189.97,1079.081,1241.378,1291.822,1303.16,1259.169,1256.671,1270.543,1133.939,1504.429,1218.982,1953.857
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,17382.304,16406.288,17573.88,17573.237,17900.317,18428.741,18038.997,19483.171,20414.382,19854.92,20803.538,20304.687
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",9970.635,9519.809,10155.527,10159.04,10777.603,9939.206,10125.921,10838.252,10518.054,10105.491,10657.672,9942.404
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",2508.846,2447.499,2485.51,2614.71,2779.844,2827.364,2991.814,3086.754,2799.182,2888.229,3279.839,2981.005
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",2144.116,2128.491,2291.678,2321.673,2404.441,2344.711,2550.539,2612.31,3792.385,4182.239,4745.884,4618.208
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",5282.67,4832.187,5041.576,5084.845,5073.036,5448.617,5860.671,6315.604,5428.65,6914.962,5449.888,5500.375
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,3827.658,3529.984,3821.196,3809.983,3949.779,3911.256,3872.486,3914.992,3925.577,3853.457,3563.328,3461.73
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,12379.061,11754.694,12399.265,12319.825,12997.607,13586.485,12998.749,13682.682,14370.303,14964.081,15660.727,16169.059
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,208.624,211.136,214.064,216.752,218.359,218.248,222.747,216.689,186.516,184.204,202.571,179.263
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Comercio de artesanías,31089.663,30063.056,31788.427,31357.425,32769.328,32447,31870.521,33798.086,34775.403,35711.204,37049.713,36652.301
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,40403.951,38428.902,38365.105,39011.239,39986.283,40565.877,41821.788,43527.925,44469.113,45208.281,46023.179,45535.998
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,7931.47,7074.509,7159.606,7463.649,8051.153,8182.66,8401.47,9319.218,7642.795,8376.118,8239.578,7405.118
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,1739.597,1528.921,1475.866,1379.948,1495.9,1449.965,1507.085,1433.56,1522.751,1492.267,1594.679,1531.463
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,16131.959,16022.151,16018.23,16151.634,16443.5,16863.168,17690.456,18619.116,20120.47,19796.397,19599.906,20424.748
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,236.786,220.256,213.638,215.463,234.385,235.971,240.507,230.599,234.696,222.792,233.055,230.501
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,241.664,229.522,230.812,230.707,249.879,253.536,258.38,249.316,258.979,259.211,273.451,273.161
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,1871.717,1812.774,1801.863,1840.839,1899.969,1750.547,1804.855,1814.776,1888.451,1702.563,1595.326,1634.681
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,7936.222,7404.644,7338.741,7415.828,7326.33,7533.978,7895.058,7382.484,8260.989,8822.856,9734.234,8973.972
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,3428.42,3241.223,3199.024,3373.833,3308.766,3380.152,3470.39,3885.075,3913.455,3954.776,4112.37,4393.475
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,879.383,878.273,904.325,925.117,940.953,893.602,534.598,563.428,603.107,566.85,625.881,650.496
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Comercio en servicios creativos,6.733,16.629,23,14.221,35.448,22.298,18.989,30.353,23.42,14.451,14.699,18.383
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,9218.465,9157.058,9328.732,9534.474,9818.522,9433.853,8996.279,9444.702,9036.019,8691.108,9113.873,8813.014
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,638.37,654.719,659.421,682.761,716.031,699.756,737.033,751.902,798.204,830.23,926.331,858.895
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,670.456,616.493,584.519,613.37,667.49,643.326,611.362,656.136,642.294,630.475,669.306,644.854
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,128.966,129.861,130.317,134.168,135.995,139.187,144.839,146.509,149.791,151.534,151.003,151.486
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,333.307,306.285,313.601,324.252,374.612,380.1,354.401,371.497,392.682,399.979,396.246,378.937
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,7415.655,7413.52,7608.857,7747.323,7890.684,7535.502,7110.193,7480.724,7021.403,6647.695,6935.217,6745.637
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Comercio en patrimonio,31.711,36.18,32.017,32.6,33.71,35.982,38.451,37.934,31.645,31.195,35.77,33.205
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,23920.073,24031.443,23844.755,24482.153,24909.021,24903.698,25066.604,25107.925,25281.079,25645.89,25988.611,26143.17
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,12763.814,12839.771,12579.482,13091.477,13262.653,13141.998,13152.15,13245.398,13302.366,13532.505,13593.35,13622.052
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,5984.938,6042.931,6123.502,6215.177,6397.555,6504.302,6686.673,6684.689,6834.841,6949.637,7303.138,7439.517
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,4678.128,4665.813,4662.083,4703.451,4769.62,4771.472,4724.172,4669.696,4638.251,4656.841,4585.378,4582.071
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,493.193,482.928,479.688,472.048,479.193,485.926,503.609,508.142,505.621,506.907,506.745,499.53
Millones de pesos a precios de 2013|Total cultura|Producción cultural de los hogares,84822.479,78149.622,82158.188,86001.245,87865.111,88610.368,88429.484,91113.167,94406.909,97174.502,101478.79,100517.686
Variación anual|Total del país,NA,-5.237,5.157,3.647,3.732,1.371,2.714,3.188,2.432,2.045,2.144,-0.06
Variación anual|Total cultura,NA,-1.57,2.804,3.496,5.981,1.412,1.698,10.913,9.148,5.799,4.431,1.543
Variación anual|Total cultura|Subtotal de áreas generales y específicas,NA,-0.244,2.352,3.259,6.754,1.522,2.065,12.397,10.103,6.265,4.431,1.935
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas,NA,-11.914,-0.937,6.569,-7.573,-8.09,-5.428,5.745,10.841,-7.708,37.104,-1.399
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Dibujo,NA,-8.93,-0.541,5.62,3.484,0.423,1.768,5.164,-3.743,4.551,-1.521,-8.496
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Fotografía,NA,-7.684,3.663,2.26,-0.398,-3.498,2.334,3.104,3.746,-0.79,7.707,-0.84
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Pintura y escultura,NA,-3.959,5.958,6.775,-7.299,-6.78,2.693,3.483,1.68,0.137,-1.946,-2.766
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Comercio de artes plásticas y visuales,NA,-19.907,-7.724,12.925,-19.492,-17.342,-1.61,9.397,26.914,-18.945,102.647,-2.537
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Gestión pública en artes plásticas y visuales,NA,0.1,2.822,1.867,1.81,-4.427,-48.678,10.03,11.446,-11.559,15.552,13.452
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos,NA,-5.599,3.363,3.687,4.477,2.646,-0.675,4.546,6.883,3.647,1.757,0.115
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Danza,NA,0.913,0.905,0.897,1.116,1.206,-1.783,2.154,0.893,0.922,0.868,0.924
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos artísticos,NA,-6.86,3.564,5.215,4.84,3.113,0.915,3.721,6.382,4.211,1.897,-1.136
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,NA,-1.731,2.927,-3.883,3.429,3.461,0.95,10.489,9.93,2.519,5.003,4.011
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,NA,-4.391,2.652,4.793,-0.533,3.735,3.351,4.29,1.51,2.434,-1.04,-1.19
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",NA,-3.426,5.4,2.119,7.469,1.846,-3.358,4.579,6.693,4.487,-3.526,1.803
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,NA,-4.887,-9.023,2.615,9.243,1.349,1.442,2.215,7.267,7.166,-0.1,-1.846
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,NA,0.639,2.992,1.489,2.127,-3.493,-22.875,3.065,7.113,-2.433,-8.481,10.582
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Comercio de bienes para artes escénicas y espectáculos,NA,10.919,27.507,43.719,-8.653,-20.375,-4.524,-7.201,0.661,-5.249,-4.96,-5.534
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,NA,-0.659,4.402,3.811,-14.725,-11.746,-3.288,0.442,1.366,0.638,4.509,4.42
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,NA,4.401,-0.795,7.438,-0.372,-4.65,3.645,3.653,0.455,2.446,3.733,-0.983
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,NA,-8.201,5.779,5.173,-2.288,1.427,-9.644,-0.553,5.406,-0.48,7.004,18.471
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,NA,0.9,0.892,0.884,1.169,1.168,1.361,1.445,1.068,1.101,0.918,0.952
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,NA,6.031,-0.752,10.965,-3.274,8.394,-12.477,-2.033,2.354,-2.662,11.205,22.109
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Comercio de bienes para música,NA,-0.915,8.283,5.652,-38.751,-41.986,12.475,-1.167,-6.503,0.114,11.509,-0.686
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,NA,0.899,3.005,0.278,2.427,-2.759,-20.418,0.175,8.218,1.011,0.869,3.097
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",NA,-7.771,-3.11,-0.428,3.136,-4.082,-2.337,-0.258,-2.042,-1.702,-5.371,-10.03
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",NA,3.716,-4.926,-4.022,-9.422,4.804,6.46,0.5,-6.051,-9.759,-5.761,-3.623
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",NA,-6.691,-0.7,-0.454,5.674,-3.518,-3.992,2.241,-1.897,2.486,-8.137,-6.766
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",NA,-11.58,-2.992,3.628,1.45,-3.739,2.014,1.981,-5.6,-5.554,-5.271,-16.877
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",NA,-10.944,-5.105,-2.51,-2.311,-5.952,-3.641,-1.194,0.732,1.631,-9.791,-14.787
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",NA,-3.723,4.342,4.772,-0.576,-3.626,5.985,-0.503,5.771,-2.236,5.182,-6.743
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",NA,-2.727,-6.978,-6.406,10.26,-5.397,11.028,5.127,-6.22,-25.157,-36.796,-18.319
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",NA,-2.944,-3.517,0.285,1.282,1.637,2.201,4.588,-4.935,-4.641,-8.197,-5.167
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",NA,-9.061,-8.422,-4.938,4.91,-4.693,-1.369,-6.961,-4.276,2.663,-7.935,-9.129
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",NA,0.458,2.649,1.626,1.79,-4.166,-24.789,5.714,5.142,-8.714,14.004,-5.548
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,NA,5.363,2.238,5.585,11.78,3.656,4.502,20.257,16.557,9.614,5.678,4.021
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,NA,-5.97,6.174,6.861,9.152,5.932,4.306,10.498,15.125,7.591,2.665,5.807
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,NA,11.245,0.214,4.205,20.244,5.714,6.021,23.685,22.248,11.267,6.727,5.058
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,NA,-10.733,-1.61,13.54,-9.778,0.075,12.298,9.845,-1.72,-1.377,-3.844,3.911
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,NA,1.823,7.777,5.928,-2.055,0.224,-1.855,10.988,-10.795,4.323,4.222,-10.467
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,NA,-3.881,-2.91,-2.781,8.284,-2.456,8.219,1.864,0.02,-12.829,-21.446,-4.162
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,NA,-2.838,5.352,3.449,6.963,5.187,5.093,5.699,5.114,-5.464,-0.311,-0.462
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,NA,-15.114,12.157,13.949,-22.276,-15.429,-9.437,10.981,-9.39,2.463,-4.086,8.269
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,NA,0.403,2.41,1.603,1.504,-3.966,-4.896,11.859,0.325,-4.321,2.193,-6.414
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías,NA,-4.665,6.149,-0.302,3.947,0.263,-0.688,6.047,2.232,2.896,2.465,-0.847
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,NA,-9.319,15.04,4.064,0.878,-3.376,-0.198,1.104,-10.752,32.673,-18.974,60.286
Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,NA,-5.615,7.117,-0.004,1.861,2.952,-2.115,8.006,4.78,-2.741,4.778,-2.398
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",NA,-4.522,6.678,0.035,6.089,-7.779,1.879,7.035,-2.954,-3.922,5.464,-6.711
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",NA,-2.445,1.553,5.198,6.316,1.709,5.816,3.173,-9.316,3.181,13.559,-9.111
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",NA,-0.729,7.667,1.309,3.565,-2.484,8.778,2.422,45.174,10.28,13.477,-2.69
"Variación anual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",NA,-8.528,4.333,0.858,-0.232,7.403,7.563,7.762,-14.044,27.379,-21.187,0.926
