Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,154.712,150.615,148.787,139.802,151.238,142.242,160.229,180.95,193.679,180.975,136.366,131.053
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,3041.322,3092.939,3386.353,3606.86,4042.925,4415.668,4529.488,5337.15,5611.755,5397.062,5539.392,5675.633
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,10914.883,11244.259,9694.05,11461.683,10952.701,8693.682,7443.317,10446.304,10765.598,11703.948,11351.988,11550.166
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías,51646.613,51400.065,56580.676,61102.104,66865.084,69107.256,70764.715,79335.857,86087.362,95106.208,102750.624,106939.472
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,777.709,798.51,994.343,1048.48,1043.83,903.812,972.822,1031.427,939.608,1291.031,1028.017,1767.114
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,9450.584,9474.745,10745.273,11747.314,12599.977,13523.28,13798.357,15726.118,17813.647,18387.462,20494.887,21210.588
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",4850.343,4764.07,5339.57,5719.627,6469.775,6509.451,6740.446,7979.081,8316.775,8648.434,10104.689,10124.451
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",1619.805,1751.879,1894.662,2092.015,2280.709,2343.685,2595.455,2845.81,2711.923,2992.517,3559.771,3523.361
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",1108.518,1287.634,1481.646,1685.292,1834.236,1683.071,1797.692,1866.624,2998.437,3447.927,4211.482,4306.107
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",3260.806,3153.065,3051.891,3329.837,3364.532,3693.312,4012.336,4339.806,3747.867,5148.939,4319.166,4591.347
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,2183.864,2113.047,2391.433,2559.839,2816.846,2888.516,3009.566,3200.408,3336.466,3525.839,3420.028,3580.168
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,7708.475,7682.226,8466.854,9177.84,10175.692,10493.359,10788.282,11657.179,13008.49,14659.607,15586.175,16080.939
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Comercio de artesanías,20686.509,20374.889,22215.004,23741.86,26279.487,27068.77,27049.759,30689.404,33214.149,37004.452,40026.409,41755.397
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,24411.564,23681.537,24209.98,25516.338,27894.079,28213.873,31156.166,33548.119,35206.998,38066.422,39501.336,39917.485
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,5651.705,5060.54,5182.762,5619.589,6349.19,6397.14,6684.861,7628.682,6184.17,7212.144,7319.036,6467.609
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gráfico,1079.988,944.594,928.398,865.544,988.708,933.998,1019.778,993.021,1102.792,1086.293,1243.293,1185.611
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Informático,9945.961,10271.553,10460.853,10934.204,11842.943,12034.955,13556.009,14894.929,16685.847,17719.759,17717.232,19089.661
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Interiores,125.824,117.325,115.229,120.323,137.995,137.48,145.76,143.038,152.537,147.084,165.57,163.053
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,137.375,133.093,138.75,139.001,158.293,159.135,169.107,167.242,179.296,180.384,198.998,196.222
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,1131.165,1133.651,1173.733,1254.362,1350.017,1251.871,1304.089,1360.966,1489.813,1411.402,1375.576,1459.434
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,4106.084,3811.755,4023.06,4191.859,4331.438,4590.605,5421.675,4986.766,5909.509,6624.57,7641.193,7117.615
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,2226.757,2194.674,2168.401,2379.528,2696.501,2690.087,2841.318,3345.184,3477.189,3671.381,3827.22,4222.358
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Comercio en servicios creativos,6.705,14.352,18.794,11.928,38.994,18.602,13.569,28.291,25.845,13.405,13.218,15.922
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,886.202,890.264,925.322,992.82,1145.436,1144.169,1163.822,1289.321,1367.678,1516.673,1797.844,1720.323
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,356.355,394.115,413.411,455.132,497.554,492.125,535.376,561.82,639.822,756.245,926.122,843.896
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,351.603,324.937,323.275,340.777,401.733,395.269,388.693,466.307,444.483,462.94,559.667,568.386
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,67.599,72.65,77.43,84.726,91.534,93.606,98.107,102.394,106.859,113.132,118.833,126.252
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,87.365,69.682,86.569,85.737,126.515,133.151,110.354,124.311,146.769,154.575,156.289,148.713
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Comercio en patrimonio,23.28,28.88,24.637,26.448,28.1,30.018,31.292,34.489,29.745,29.781,36.933,33.076
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,2952.814,3061.521,3199.427,3405.188,3689.757,3962.687,4367.913,4508.341,4802.491,5003.211,5585.181,5852.884
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,18.585,15.857,7.838,11.109,15.214,31.377,13.759,15.194,27.551,27.843,30.787,21.142
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,2703.074,2802.849,2940.613,3141.361,3408.194,3647.349,4037.16,4153.901,4426.011,4603.515,5177.532,5443.846
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,0.006,0.005,0.007,0.007,0.012,0.009,0.007,0.008,0.009,0.009,0.006,0.009
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,231.149,242.81,250.969,252.711,266.337,283.952,316.987,339.238,348.92,371.844,376.856,387.887
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,66572.505,64451.014,71756.799,79547.041,84546.193,88610.368,92162.131,99844.995,110210.571,120800.104,130952.342,136436.422
Estructura porcentual|Total cultura,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas,81.244,82.231,81.359,80.089,79.945,79.382,79.12,78.659,77.048,76.704,76.509,76.163
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas,1.413,1.268,1.201,1.255,1.14,1,0.967,1.056,1.277,1.079,1.485,1.349
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Dibujo,0.083,0.073,0.07,0.074,0.077,0.076,0.073,0.084,0.082,0.081,0.076,0.066
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Fotografía,0.552,0.514,0.513,0.519,0.508,0.475,0.485,0.488,0.51,0.484,0.509,0.494
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Pintura y escultura,0.06,0.061,0.07,0.073,0.069,0.071,0.07,0.083,0.09,0.081,0.076,0.072
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Comercio de artes plásticas y visuales,0.718,0.62,0.548,0.589,0.486,0.379,0.339,0.401,0.596,0.432,0.824,0.717
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes visuales y plásticas|Gestión pública en artes plásticas y visuales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos,4.907,4.647,4.758,4.966,5.153,5.416,5.54,5.584,6.036,6.128,6.119,6.12
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Danza,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos artísticos,4.532,4.296,4.391,4.599,4.738,4.971,5.076,5.076,5.425,5.537,5.493,5.483
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Espectáculos deportivos,0.302,0.281,0.295,0.292,0.336,0.364,0.384,0.428,0.527,0.505,0.543,0.555
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Teatros,0.018,0.017,0.018,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.019,0.02
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Promotores, agentes y representantes",0.021,0.019,0.022,0.022,0.026,0.029,0.028,0.028,0.031,0.033,0.033,0.035
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Alquiler de espacios para espectáculos,0.029,0.028,0.025,0.026,0.027,0.025,0.026,0.025,0.027,0.028,0.025,0.023
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Gestión pública en artes escénicas y espectáculos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artes escénicas y espectáculos|Comercio de bienes para artes escénicas y espectáculos,0.003,0.004,0.005,0.007,0.006,0.005,0.004,0.004,0.004,0.003,0.003,0.003
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos,1.28,1.29,1.237,1.289,0.965,0.746,0.776,0.808,0.81,0.775,0.79,0.854
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Instrumentos musicales,-0.001,0.003,0.008,0.018,0.02,0.023,0.056,0.065,0.067,0.063,0.064,0.065
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Música,0.236,0.229,0.228,0.232,0.208,0.199,0.177,0.181,0.191,0.187,0.192,0.244
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Conciertos,0.246,0.253,0.258,0.252,0.263,0.27,0.268,0.259,0.262,0.256,0.252,0.263
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Propiedad intelectual en música,0.032,0.033,0.028,0.028,0.023,0.025,0.022,0.022,0.022,0.024,0.026,0.042
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Comercio de bienes para música,0.766,0.772,0.715,0.758,0.451,0.228,0.253,0.281,0.267,0.246,0.256,0.24
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Música y conciertos|Gestión pública en música y conciertos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa",3.856,3.412,3.219,3.337,3.608,3.12,2.956,2.896,2.813,2.651,2.316,1.898
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Agencias noticiosas",0.007,0.007,0.006,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.002
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Libros",0.873,0.831,0.809,0.849,0.962,0.863,0.784,0.791,0.761,0.756,0.647,0.568
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Periódicos",0.59,0.544,0.538,0.553,0.533,0.496,0.482,0.472,0.398,0.364,0.306,0.171
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Revistas",0.285,0.26,0.242,0.236,0.245,0.221,0.193,0.182,0.191,0.191,0.162,0.13
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Otros productos editoriales e impresos",0.261,0.278,0.257,0.28,0.293,0.306,0.326,0.331,0.359,0.323,0.331,0.304
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Publicaciones digitales",0.191,0.183,0.161,0.135,0.147,0.129,0.149,0.159,0.16,0.122,0.063,0.046
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Propiedad intelectual en libros",0.028,0.026,0.024,0.023,0.021,0.019,0.019,0.019,0.018,0.018,0.016,0.012
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Comercio de libros, impresiones y prensa",1.621,1.282,1.182,1.256,1.402,1.082,1,0.939,0.923,0.875,0.788,0.665
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Libros, impresiones y prensa|Gestión pública en libros, impresiones y prensa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,47.278,49.825,48.885,46.461,45.455,45.267,44.537,42.947,39.567,39.133,38.957,38.961
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,1.989,2.039,2.273,2.401,2.617,2.693,2.779,3.021,3.43,3.372,3.222,3.559
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,36.368,38.48,37.467,33.983,33.175,33.556,32.891,30.096,26.346,25.94,26.057,26.26
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,1.03,1.1,1.147,1.398,1.249,1.024,1.159,1.355,1.412,1.362,1.273,1.266
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,3.916,4.213,4.561,4.872,4.821,4.91,4.959,5.063,4.928,5.126,5.349,4.844
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,0.044,0.042,0.039,0.035,0.036,0.033,0.036,0.039,0.04,0.035,0.024,0.023
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,0.857,0.853,0.88,0.903,0.959,1.027,1.026,1.141,1.169,1.041,0.994,0.992
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,3.075,3.1,2.518,2.869,2.598,2.023,1.686,2.233,2.242,2.257,2.036,2.018
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías,14.551,14.171,14.699,15.294,15.861,16.08,16.032,16.958,17.928,18.341,18.432,18.684
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,0.219,0.22,0.258,0.262,0.248,0.21,0.22,0.22,0.196,0.249,0.184,0.309
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,2.663,2.612,2.791,2.94,2.989,3.147,3.126,3.361,3.71,3.546,3.676,3.706
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",1.367,1.313,1.387,1.432,1.535,1.515,1.527,1.705,1.732,1.668,1.813,1.769
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",0.456,0.483,0.492,0.524,0.541,0.545,0.588,0.608,0.565,0.577,0.639,0.616
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",0.312,0.355,0.385,0.422,0.435,0.392,0.407,0.399,0.624,0.665,0.755,0.752
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",0.919,0.869,0.793,0.833,0.798,0.859,0.909,0.928,0.781,0.993,0.775,0.802
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,0.615,0.583,0.621,0.641,0.668,0.672,0.682,0.684,0.695,0.68,0.614,0.625
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,2.172,2.118,2.2,2.297,2.414,2.442,2.444,2.492,2.709,2.827,2.796,2.81
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Comercio de artesanías,5.828,5.617,5.771,5.943,6.234,6.298,6.128,6.56,6.917,7.136,7.18,7.295
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,6.878,6.529,6.289,6.387,6.617,6.565,7.059,7.171,7.332,7.341,7.086,6.974
